,average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,review_count,useful,user_id,yelping_since
2663,3.84,1,0,1,0,0,0,0,0,4,0,0,35,,0,32,Maggie,42,107,f30c72b45611d6e6f08ef791f0436ae1,2014-07-16 18:29:10
2664,3.25,0,0,0,1,0,1,0,0,0,0,1,6,,1,14,KariGirl,57,46,f4f9fc295d764c65e51f0f59d50f0139,2010-01-08 00:58:29
2665,4.1,2,0,2,1,0,2,1,0,2,0,0,96,"2017,2018",14,12,Julia,216,165,182f56af2cc4d44cf9f38939ab2a3170,2015-06-17 21:44:45
2666,4.58,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,Anne,30,4,a902c0bcf2a80567f688dadeeead2a49,2015-12-20 22:24:15
2667,3.93,0,0,0,0,0,1,3,0,0,0,3,17,2017,2,18,Brittany,37,23,b9b13680873526249b4f6c34e9e40f13,2016-04-04 19:33:22
2668,3.35,0,0,0,0,0,0,1,0,0,0,0,5,,0,3,Tim,28,19,e9c28165436da66410525d30af5565d0,2011-09-14 21:26:46
2669,4.16,5,0,5,4,0,1,3,0,2,1,3,74,"2008,2009,2010,2011,2012,2013",8,29,Nic,167,152,69cdaed2a73a0614fe3becb54162f965,2007-11-05 04:08:17
2670,3.59,0,0,0,0,0,2,1,0,4,0,0,36,"2016,2017",2,52,Johnny,68,83,fcb2695b933009e2f5d5a96ebe95673b,2015-02-28 13:33:34
2671,2.95,1,0,1,0,0,0,5,0,12,0,6,62,,2,230,LN,383,475,c0f5a38b6674beb61f3bef9e0ec5af47,2011-12-07 08:49:18
2672,3.96,0,0,0,0,0,0,0,0,2,0,0,6,,0,6,Ignacia,72,38,4979e4ac27abc8fd25df72f975138cf9,2009-11-24 15:19:29
2673,3.94,0,0,0,0,0,0,0,0,0,0,0,4,,1,7,Dan,30,12,6042749ab56db9deebd0bf3de6085e2b,2015-01-12 22:12:22
2674,3.98,0,0,0,1,0,0,0,0,1,0,1,33,,4,5,Anita,49,53,407d22c77d8ff27618f6f652c9301841,2014-02-16 21:06:27
2675,4.05,0,0,0,0,0,0,1,0,0,0,1,6,,0,5,Isaiah,38,13,01436b603d3291167695cbbf1ef825ce,2013-02-02 01:38:52
2676,3.41,0,0,0,0,0,0,0,0,0,0,0,9,,1,8,Diana,30,29,acdde32d90343582461e8e86f575f4af,2014-03-28 23:56:41
2677,3.77,1,0,1,1,0,6,4,0,4,0,5,33,"2015,2016,2017",3,27,Kristen,89,141,45e7f141204ee2f76447080a51b017ab,2012-09-06 13:45:05
2678,4.26,0,1,0,0,0,0,1,0,0,0,0,6,,0,5,Annabell,32,30,dc5cf1a0b7509ef40de212be15f045a4,2015-12-02 15:18:41
2679,3.21,0,0,0,0,0,0,0,0,0,0,0,4,,0,8,Kasey,54,21,c8748af78ffbbed18c7ed1446d1283a8,2014-01-03 14:35:32
2680,3.89,1,1,1,1,0,1,0,1,1,0,1,15,,2,6,Ryan,36,45,00c36fad8a9239c6ab1f710b35230c9a,2010-07-29 00:06:44
2681,3.52,2,0,2,0,0,1,0,0,1,0,3,16,,2,21,Sofia,21,34,33123b97599fac92a4f61cd35abb34ef,2012-10-15 01:03:56
2682,3.5,0,0,0,0,0,0,0,0,0,0,2,7,,0,2,Ken,29,27,69fd53a91bc331c68c921ab28bf2ab73,2014-07-29 01:41:59
2683,3.44,3,1,3,0,0,0,1,0,2,1,0,17,,2,13,Berkley,28,40,6b9a4dbd6463e46d435b18fc275ba240,2014-06-19 01:32:57
2684,4.66,0,0,0,0,0,0,0,1,2,0,1,6,,3,2,Katie,82,34,9196e68050512c75d4eb531f73461eea,2015-06-18 04:59:10
2685,3.83,0,0,0,0,0,0,0,0,1,0,0,7,,0,6,Arch,40,18,73b290fdaaf089427c1b86214de0b68b,2014-07-20 18:21:32
2686,3.86,1,0,1,0,0,1,1,0,3,0,0,34,,0,29,B,58,83,38e4ec71b7a54c412f2979bd12efbaa4,2013-11-13 03:21:27
2687,4.17,1,0,1,0,0,0,2,0,0,0,0,18,,0,6,Gail,72,45,f832398d8a6c2b287846c92de63c2766,2013-01-04 01:05:00
2688,3.27,0,0,0,0,0,0,1,0,3,0,1,18,,0,25,Rebecca,54,141,3a79994b667e96739b2bad0fe34a16b0,2011-03-29 23:48:04
2689,3.06,0,0,0,0,0,0,2,0,0,0,1,11,,0,26,J.,50,62,51a49ee5888678500eba8e79cd56cd33,2009-08-08 04:51:02
2690,2.69,0,0,0,0,0,0,0,0,0,0,0,2,,1,26,S.,28,53,00db878da662644a1c1ba0a310035ec5,2012-06-07 04:37:35
2691,2.96,2,0,2,0,0,1,0,0,0,0,0,21,,0,20,Jessica,98,74,fa1cdc54a559bca694bc4c82d79e9f78,2015-07-12 13:36:11
2692,3.83,1,0,1,0,0,0,0,0,2,0,0,10,,0,5,Chris,22,36,19e969d2cc46cc3682c4bf65c440db38,2010-12-30 07:00:40
2693,3.86,0,0,0,2,0,0,2,0,0,0,1,13,"2015,2016",2,12,Gurveen,48,68,6ffac5d6d022df029f9f91452467495e,2014-03-17 19:52:03
2694,2.6,0,0,0,2,0,0,1,0,1,0,0,2,,0,6,Esther,19,26,855402d04fb1bf8edb7de737849180ca,2015-05-14 15:42:35
2695,4.5600000000000005,0,0,0,0,0,0,2,0,1,0,0,19,,1,7,James,46,60,5793f7bf7a629548e818bf8208f6c45a,2013-02-12 05:43:25
2696,3.69,1,0,1,0,0,1,1,0,0,0,0,10,,0,5,Maticia,34,62,d95e49cf52301d0aa0b217099c1cf729,2010-01-20 20:25:22
2697,3.41,0,0,0,1,0,0,3,3,0,0,1,3,,3,5,Stephanie,27,24,07471f2bb49d947c4ecc62c754ed91a7,2010-07-27 13:02:22
2698,4.0,0,0,0,0,0,0,0,0,1,0,0,7,,0,2,Benny,54,7,6fdf355970468c4ca988d5bad2028dbe,2013-04-19 04:29:45
2699,2.47,1,0,1,0,0,0,1,0,2,0,0,22,,0,17,Nancy,55,95,db4b6d9515beaa09a99ebf91cc9cdbde,2012-03-24 04:28:17
2700,3.64,1,0,1,1,0,0,3,0,3,0,1,34,,7,56,Jacob,135,130,32ae2ba03734bc6ecea927599277d120,2008-08-18 23:25:56
2701,2.94,1,1,1,0,0,1,4,0,0,0,3,73,"2017,2018",8,48,Thanh,163,166,d91607485a11a38233840c521bbb8283,2017-06-30 09:34:47
2702,3.37,0,0,0,1,0,0,0,0,3,0,0,6,,0,6,Dee,63,38,e4bae45106a307bcc3236746fdea5ff9,2012-03-26 05:20:38
2703,4.02,0,0,0,0,0,1,2,0,1,0,2,24,,1,6,Philip,47,90,9218267c2cd150dcfcf7d0610cf7de48,2011-03-04 03:13:11
2704,3.91,0,0,0,0,0,0,0,0,0,0,0,4,,0,2,Liz,22,19,861f665115f97d743c11b5a3d8ffb10f,2012-11-15 22:29:09
2705,4.06,0,0,0,0,0,1,0,0,5,0,0,17,"2017,2018",1,13,Richard,100,45,c3df0da0cada9c6ec9c604231f88c952,2016-05-22 22:13:57
2706,3.85,3,0,3,0,0,0,1,0,2,0,0,9,,0,4,Thomas,40,68,b891b3a37a539a1e8753db81a4bcbbe3,2008-08-06 19:17:09
2707,4.18,0,0,0,0,0,0,1,0,1,0,0,13,,2,11,Erin,51,84,a3cb01319673e71c2583b40d5ebf46a5,2015-02-24 00:04:25
2708,3.77,0,0,0,0,0,0,2,1,0,0,1,16,,3,25,Mickey,52,75,18209c38204857e008a44abd5e1f4b35,2010-04-02 17:35:43
2709,3.86,2,0,2,0,0,2,0,1,2,0,5,39,2018,4,25,Kelly,60,47,fa8a5b22ed45a9ca5de4a1b99b4b70d5,2014-06-27 00:48:29
2710,3.63,0,0,0,0,0,0,0,0,4,0,1,19,,1,13,JJ,70,62,7a2bec24a413d1e806d7c93aca11d0ee,2012-08-01 17:06:50
2711,2.0,2,0,2,0,0,0,1,0,1,0,0,10,,0,26,Linda,38,112,302131d6f53b5261568d43a25299fb56,2012-09-26 17:07:55
2712,4.24,0,0,0,0,0,0,1,0,1,0,0,5,,0,4,Anna,45,35,6b94ff3d6b3c8cc382ca911022805492,2014-10-26 01:18:20
2713,4.36,0,0,0,0,0,0,0,0,1,0,0,14,,4,6,C,58,44,3b44e6cc171da2f4d5428695548b74d0,2008-06-27 19:45:43
2714,4.14,0,0,0,0,0,0,1,0,2,0,2,27,,1,23,D,41,76,13d0dc04af75c9b37e686a206cfcacfa,2014-09-10 20:12:02
2715,4.07,0,0,0,0,0,0,1,0,0,0,1,10,,0,11,Pearl,43,46,dd2440f536cb5affd4013aa445883e7e,2013-02-23 23:22:51
2716,4.41,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,Katie,22,9,6533bc4b2f8e04791aacecc136b1480d,2016-03-17 21:00:14
2717,3.84,1,0,1,0,0,0,0,0,0,0,0,9,,0,4,Samantha,100,31,a8aad64c6b13b7a4c28b6a5e09f4ca04,2009-09-02 08:17:20
2718,3.25,1,0,1,0,0,0,2,0,2,2,1,12,2018,3,16,Patricia,79,90,d3dad21bf7871ff27cf7ef63b892d5ac,2008-02-23 00:26:01
2719,3.56,2,0,2,0,0,0,1,0,4,0,0,17,,2,13,Kelly,43,66,c37b928a9c4b88f63515e94ba7de90f1,2011-07-05 16:25:04
2720,3.51,5,0,5,3,0,7,8,0,9,4,3,88,2006,18,62,Julia,798,303,99f3774641b4e6260e045b4e55020ce8,2005-07-05 21:02:06
2721,3.94,0,0,0,1,0,1,0,0,2,0,0,10,,3,23,Erin,81,50,854117532a6d214961b9d7024e690d60,2012-11-05 15:48:56
2722,3.33,0,0,0,0,0,1,0,0,0,0,0,9,,0,8,Rachel,47,36,6d36795ce2c6b53350964d94209e2a6e,2015-06-11 22:24:03
2723,4.55,1,0,1,0,0,0,1,0,0,0,1,13,,0,7,Taylor,27,21,017a28ead37c99e2878ed224e9f5a1ae,2015-01-06 17:54:44
2724,3.22,0,0,0,0,0,0,3,0,0,0,0,9,,1,14,Yingyang,47,33,0cb6937f7b4f94b2c1af6e04ae83f61c,2013-06-24 17:31:38
2725,2.61,0,0,0,0,0,1,2,0,0,0,0,8,,1,1,Trish,41,34,c76046a676d2c29fcfe39372a48c5819,2012-01-22 03:28:44
2726,3.08,0,0,0,0,0,0,1,0,1,1,0,14,,0,24,Jill,46,76,ed4c4a3b5d229e73992f8ea9ddbaf55d,2013-11-01 03:12:22
2727,3.49,1,0,1,1,0,0,3,0,2,0,2,65,,2,35,Banana,120,166,ba854288989f0790b5b7e2519fc96a34,2010-07-06 11:09:21
2728,3.04,0,0,0,0,0,0,1,1,1,0,1,21,,1,28,Radiance,45,58,7a25cc2eb78503f9930486d131cd89b0,2014-11-23 23:50:32
2729,3.75,3,0,3,0,0,0,0,0,0,0,3,25,2015,0,24,Christopher,55,56,de8fd91851577758b4645d1781e72b08,2010-05-28 20:58:14
2730,4.1,0,0,0,0,0,0,0,0,0,0,0,4,,0,2,E,41,31,4e07f59547f2e0b538707973101eea12,2012-02-21 00:25:25
2731,4.5,1,0,1,0,0,1,2,1,0,0,1,3,,2,4,Steve,50,20,94bb118f9f5ba0c82904e6a9f2f5b90d,2010-09-06 19:36:21
2732,3.98,1,0,1,1,0,0,2,0,12,0,0,15,,0,13,David,105,66,fe920b3a3e49b67e031ac9bfda0ba4fa,2010-12-10 17:17:29
2733,3.48,2,0,2,1,0,0,3,8,5,0,2,30,"2015,2016,2017",5,40,Brittany,109,134,9d67eeb73918ca1459f9db308558f9b9,2014-05-28 15:50:43
2734,3.8,0,0,0,0,0,0,1,0,0,0,0,8,,0,6,Brandi,28,26,92f6e0af33d58c4465f33fd6ff24c9d9,2014-08-21 22:23:44
2735,3.08,0,0,0,0,0,0,1,0,2,0,0,7,,3,11,Dan,40,52,058dd4652a9111725231dc7753e0fd17,2012-09-20 03:28:38
2736,1.87,0,0,0,0,0,1,2,0,4,0,0,7,,1,27,Charles,57,116,f14b1ba02f50a3544e922951296b585d,2010-06-20 12:46:53
2737,4.11,1,0,1,0,0,0,0,0,0,0,0,11,,0,5,Brittany,43,29,d033b0fe43fd9fda0c3a0c1fb18b1790,2015-01-23 22:42:28
2738,3.92,0,0,0,1,0,0,0,0,1,0,0,11,,2,7,Keith,104,68,0a592f5bd11493acf8ea04a6ddb68b05,2010-09-12 21:14:37
2739,3.03,1,0,1,0,0,0,0,0,1,0,0,8,,0,4,Ish,31,21,9388006e76ad65334df75095060948c2,2015-09-06 19:42:22
2740,3.7800000000000002,0,0,0,0,0,0,1,0,2,0,1,16,,0,3,Whitney,36,53,e6e3604206c129053700c1b3fb243086,2014-10-24 22:49:38
2741,4.33,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,Brooke,23,12,821b199bbc08a9b6d4cc3542d7475ada,2012-01-07 17:53:27
2742,2.59,0,0,0,0,0,0,0,0,0,0,0,5,,1,7,Cris,65,25,a4e7f99d37e85888f91726181a5a3c99,2016-07-20 05:21:50
2743,3.5700000000000003,0,0,0,0,0,0,0,0,0,1,0,4,,0,4,D,49,21,b056d9476a05b407f788a68712c9c783,2012-08-08 19:07:32
2744,3.7800000000000002,0,0,0,0,0,0,1,0,1,0,0,11,"2017,2018",0,9,Sue,66,43,e7f93cf79f27ae176df38568c4576890,2010-02-20 21:55:50
2745,2.91,0,0,0,0,0,1,1,0,0,0,0,13,,2,15,Melanie,33,60,23b6ab071f6d69dc5fd7bb9e3f9ee0da,2011-10-22 19:04:56
2746,3.89,0,0,0,0,0,0,0,0,1,0,0,5,,1,3,Joy,31,11,1beb9f1800a39ff11f9a7a4d312affcf,2013-09-13 04:30:58
2747,3.52,1,0,1,0,0,0,0,0,0,0,0,4,,0,6,Mike,25,23,40fc7435a30804256256628c713c8c1c,2011-05-25 02:12:19
2748,4.58,4,0,4,1,0,0,4,0,66,0,0,5,,3,1,YH,23,12,cfe9abeb7c19a8f549ed934f912d3132,2016-08-21 22:28:03
2749,3.54,0,0,0,1,0,0,0,0,0,0,0,4,,2,7,Heinrich,37,19,8d9ef69ba4cbee29d10b17a4cb7a1776,2011-11-28 03:34:41
2750,3.2800000000000002,0,0,0,0,0,1,0,0,0,0,0,2,,0,6,Nicole,25,14,3987e1416d3bc2e88b41958547d1a8ea,2015-07-27 21:17:06
2751,3.08,0,0,0,0,0,0,0,0,1,0,0,3,,0,8,Jennifer,38,32,be67b09b7ef5b347d34b87e2ebcdde1c,2012-09-29 23:15:58
2752,3.94,0,0,0,0,0,0,1,0,1,0,0,12,,0,15,Jimmy,31,76,9ed6ffa0cedf19de83681a05e64aedbd,2010-05-31 07:41:16
2753,4.55,0,0,0,0,0,0,0,0,0,0,0,12,,0,10,Michael,28,14,937c781f1ef40f1dca349b09d9a0f5a4,2015-04-05 02:59:48
2754,3.0,1,0,1,0,0,2,0,0,1,0,2,15,,3,19,Tommy,28,26,01db3e212384df285d04c2a5f527012d,2010-03-08 01:32:58
2755,5.0,0,0,0,0,0,0,0,0,0,0,0,7,,0,2,Courtney,24,11,b19fef44a0b38725c324a979fa8df5eb,2015-04-12 15:14:06
2756,3.85,0,0,0,1,0,1,2,0,3,0,1,13,,3,10,Maria,26,30,0ebb2df3b0b8d21bb3f9076e4198cd3e,2013-02-03 03:37:14
2757,3.68,9,0,9,5,0,0,2,0,4,0,2,28,"2012,2013,2014",2,16,Cal,36,69,395c95414b76318067e3e452431e7176,2011-05-07 17:05:30
2758,3.71,1,0,1,4,0,0,1,0,3,0,2,10,2018,2,6,Michael,54,34,e4d8ecf42f2fea12efa34b3853b7949d,2008-09-17 15:25:56
2759,3.91,0,0,0,0,0,1,0,0,2,0,0,7,,0,3,Robyn,45,23,cf70361d527edeb3fd1f20f0c27a43b2,2014-12-21 17:21:04
2760,4.26,0,0,0,0,0,0,0,0,0,0,0,3,,0,4,Crystal,22,14,218793b2bdafe27fd53012a5f237c935,2014-06-09 22:10:42
2761,3.83,0,0,0,2,0,0,6,0,1,0,0,11,,0,0,Jason,46,47,e234bcd600226caea16412dcb0f00b5e,2010-09-23 17:37:24
2762,4.04,1,0,1,0,0,1,0,0,2,0,0,11,,1,9,Karin,25,44,e7045629b43d7ae38fd10e5fb4f25635,2012-01-27 20:54:36
2763,3.23,0,0,0,0,0,0,3,1,0,0,1,7,,3,13,Kelli,70,102,442feaedafbe46b03353c9f192ede60e,2012-05-16 16:44:06
2764,3.5300000000000002,1,0,1,1,0,0,0,0,2,0,1,6,"2016,2017",2,5,Natalie,51,28,1cb50dcdc39ddf1eece6ee4e6616ada7,2016-03-04 00:34:47
2765,4.29,0,0,0,0,0,0,0,0,0,0,0,8,,0,9,Marty,45,42,b879b5cd5e5950f92eff48aaba7166f3,2012-05-01 03:53:30
2766,3.56,1,0,1,0,0,0,0,0,2,0,0,17,,2,13,Christina,108,48,555f2fa6ce9342ae74b6df9f5a54ff46,2014-09-12 19:18:29
2767,2.93,0,0,0,0,0,0,4,0,1,0,0,6,,2,4,Elle,64,73,b2af0956d1a9910c50ecbeb31d506868,2014-02-21 06:19:52
2768,3.84,5,0,5,1,0,0,2,0,2,0,1,18,,0,0,Sammie,31,17,c3ddbe0fc369fd6ba4f0636801bc7d2a,2016-12-20 20:09:43
2769,4.12,0,0,0,0,0,0,0,0,0,0,0,4,,2,4,Andrea,32,23,212aed1f4bd40efe1f0cd190ee659350,2016-01-27 18:56:39
2770,3.9,5,0,5,2,0,0,0,0,2,0,2,48,"2017,2018",2,21,Ed,128,96,3fdb0790ba06ce3d4da6bdfb4fc9ca55,2015-10-21 00:10:38
2771,3.79,7,0,7,7,0,1,0,0,3,0,7,31,,3,7,Andrew,34,96,06cabb55b28ba12256a507e258848de2,2009-01-26 22:34:09
2772,4.5,10,0,10,0,0,0,2,3,4,0,4,6,"2017,2018",1,6,Mayra,58,24,962b6a05df6b6bf69aecdbf1f6c4a71f,2015-04-11 22:09:09
2773,3.74,0,0,0,0,0,0,1,0,2,0,0,6,,0,9,Torre,31,25,2b9be321abcd1c350ea80d2e33312824,2012-12-20 01:29:39
2774,4.26,0,0,0,20,0,0,6,0,1,0,0,8,,2,4,Peg,72,34,e6d9649760e956076a02840553d8e20b,2011-06-10 18:31:12
2775,3.79,1,0,1,0,0,1,1,0,0,0,0,9,,1,5,Paul,53,19,5147af15d5e4017d687a16a18a82ef90,2013-02-03 02:54:05
2776,3.67,1,0,1,0,0,1,2,0,0,0,1,20,,1,13,Steve,41,57,cd0401069a882bfc0ae0e3e27899bea4,2010-10-31 02:24:22
2777,3.3,0,0,0,0,0,0,1,0,0,0,0,4,,0,4,HungryHippo,30,18,b9b00c969142eea0360e0234c0195e7b,2014-11-16 23:29:57
2778,3.42,3,0,3,0,0,4,6,0,10,2,4,177,,2,327,Phillip Jessie,73,437,008110d85e2d3cb442a58a97147fd3be,2009-06-24 00:06:21
2779,3.25,0,0,0,0,0,0,1,0,0,0,0,5,,0,5,Rob,51,20,5f7bd352858d68d1a155833f5c5604ef,2015-01-19 05:15:24
2780,3.27,3,1,3,2,0,0,2,1,5,0,1,36,"2015,2016,2017",5,69,Grace,144,202,4080a9cfdaf6dec9ea3b9693546391b0,2010-01-05 03:42:56
2781,4.18,0,0,0,0,0,0,2,0,1,0,0,11,,0,8,Julie,64,90,dcf2b0f47b80038570eb7eb6d97ec7d8,2010-12-31 03:20:00
2782,3.43,0,0,0,0,0,0,0,0,0,1,2,10,,1,30,Levon,76,60,21a97d2c5c1c201fa1feb2897d606371,2011-05-03 14:57:45
2783,4.41,0,0,0,0,0,0,0,0,0,0,0,6,,0,1,Kendra,27,13,187b711e31c2f2728cbfe53456238bb9,2015-11-27 18:44:05
2784,4.8,1,0,1,0,0,0,0,0,1,0,0,32,,1,11,Marie,39,58,c1bb58faa1cc606820f1f2fcdb0f65da,2014-03-06 22:16:15
2785,3.67,0,0,0,0,0,0,0,0,2,0,1,3,"2017,2018",5,9,Phoebe,64,43,c8620ee9110aab81f624139e11746302,2016-06-04 06:01:28
2786,4.18,1,0,1,0,0,0,2,0,1,0,0,27,,0,13,Sandie,43,47,18e16cf9b2ce6ccbfb994c2d79e538db,2013-06-03 21:31:58
2787,3.9699999999999998,0,0,0,0,0,0,1,0,2,0,0,8,,0,6,Angela,34,43,9ee943341585aa11427880e5599ba2f2,2011-03-23 05:08:17
2788,2.76,0,0,0,0,0,0,0,0,0,0,0,3,,0,2,Deedee,36,17,735d9b133d324958c717e5f2362f9c4f,2012-07-08 02:34:30
2789,4.39,0,0,0,0,0,0,0,0,0,0,0,3,,0,3,Matt,21,34,ea84ccbeed01a7e30c9ac5811f6e4122,2014-01-31 21:00:57
2790,4.0,0,0,0,1,0,0,1,0,0,0,0,6,,0,7,Adin,18,14,8a4f5a86a5aa1f0e4053414064df89e4,2013-03-06 08:39:24
2791,3.8200000000000003,0,0,0,0,0,0,0,0,0,0,0,9,,0,7,Sean,22,16,fa1208d98d1193b84121c3fb8638ccb0,2015-02-28 16:09:20
2792,3.5,1,0,1,0,0,0,2,1,2,0,1,20,,3,22,Peter,150,129,666b22b244b44d08835faa7a85678c06,2010-09-04 22:06:33
2793,4.19,0,0,0,0,0,0,0,0,1,0,0,16,,1,5,Sharon,80,27,d0be0b247ada78187b852865c29e5e19,2010-06-01 18:26:51
2794,3.32,1,0,1,0,0,1,1,0,1,0,2,64,"2017,2018",1,39,Yumi,157,202,51f358bfd36e5e69a8352a51591531bf,2014-09-27 23:53:34
2795,3.96,1,0,1,0,0,0,0,0,0,0,0,3,,0,4,Ben,46,14,821688865dc1af872253abcb9e9e3ff6,2012-09-01 20:31:50
2796,4.37,1,0,1,0,0,0,1,0,1,0,0,23,,0,12,DM,134,94,36e1fbdf1c3781a398774c7d4d474792,2011-06-28 16:57:35
2797,3.93,0,0,0,0,0,1,0,0,0,0,1,12,,0,5,Elizabeth,29,30,f4a14158ed6c44a33f023b075d3be024,2012-09-17 18:26:15
2798,3.08,5,0,5,1,0,2,2,1,2,1,6,46,,2,47,tokill,58,138,129acf65a5b49e9bf9f6f012038bdac8,2009-08-20 16:58:55
2799,3.5700000000000003,0,0,0,0,0,0,0,0,1,0,0,3,,1,6,Jay,48,38,5104d452f192cfbbb361733d8a6f9465,2014-08-28 07:43:25
2800,4.17,0,0,0,0,0,0,1,0,0,0,0,4,,0,6,Brianna,67,35,c09b0836551d8991ec27a67cbf5f344e,2014-11-13 20:37:56
2801,3.11,0,0,0,0,0,0,0,0,0,0,0,20,,0,27,Ed,36,52,578766523e08b17feb9f4fb1e990d244,2008-02-12 18:43:45
2802,3.36,0,0,0,0,0,1,1,0,0,1,0,9,,4,11,John,75,34,ba0cddbaa810382a614403336d01f1ed,2012-05-08 20:25:14
2803,3.89,0,0,0,0,0,0,0,0,0,0,0,14,,0,13,Courtney,35,31,c1279bde8e9acaaec4e2dca15ba3795e,2011-08-14 05:12:22
2804,3.45,0,0,0,0,0,0,1,1,0,0,0,9,,0,9,Julianne,54,23,e2eba0eddd30482ce9af76be6c09c0fb,2014-04-25 01:32:39
2805,2.5300000000000002,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,Ryan,33,17,723ca1a3cd5d2b2dc01dc4c85e587b89,2015-02-23 23:56:50
2806,3.13,0,0,0,0,0,1,0,0,0,0,0,7,,1,1,JK,31,69,c16260d5ad2e910e01671a7ca94fd992,2012-07-27 15:58:54
2807,3.63,0,0,0,0,0,0,3,0,2,0,0,11,,0,14,Doc,82,48,303621b3ec43df5e15a7e593121427a2,2012-03-15 02:59:43
2808,2.65,0,0,0,1,0,1,1,0,1,0,0,4,,1,12,Victoria,34,61,a8ac34d177f81f330f665781434851fe,2012-01-18 20:25:36
2809,3.17,0,0,0,0,0,0,0,0,1,0,0,25,,0,32,Ben,78,72,6d3fd2cb05b19f5c1e231afe35c91256,2014-08-02 21:11:41
2810,2.85,0,0,0,0,0,1,2,0,2,0,0,19,,1,35,Kevin,50,82,e643591cba0d953bc1e0debbac240cf9,2009-08-03 04:42:30
2811,4.39,0,0,0,0,0,0,0,0,0,0,1,0,,0,4,Jon,23,2,73591155087ccc070da583f6b7e541a8,2014-11-05 18:03:22
2812,4.03,2,0,2,0,0,0,0,0,0,0,1,5,,0,1,Ginny,35,9,ff2dc34c8b3f918246bd675dd7bfa44c,2016-07-31 17:16:03
2813,3.44,0,0,0,0,0,0,0,0,0,0,1,6,,3,7,Maia,60,24,ae08dc751307a65da23ecc79ec30ccbb,2014-11-17 18:10:20
2814,3.18,2,0,2,0,0,1,3,0,1,0,1,35,,2,35,Peggie,74,82,a5de2e0ab3d9bbaefff9a14a7e778d7a,2013-02-10 19:25:52
2815,3.83,3,0,3,0,0,0,7,0,3,0,1,142,,5,135,Dolce,39,583,b9b546dd50521ef555484465c6590dac,2013-11-17 16:05:32
2816,3.71,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,Cara,35,11,d8d17817ffd7254f9820c90501e428ef,2009-03-22 22:14:35
2817,4.04,0,0,0,0,0,0,0,0,0,0,0,5,,0,11,C,23,18,99407b5e6344a816f1c73f440376bc52,2013-11-22 23:05:58
2818,3.98,1,0,1,0,0,1,1,2,2,0,0,26,2016,0,20,Laura,59,54,635cffad33b44a91020a97e18fcd355b,2014-10-28 14:17:47
2819,3.7199999999999998,0,0,0,0,0,0,0,0,0,0,0,2,2018,1,5,Violetta,39,14,f6d986035d63333178c54ae72aab1910,2015-12-31 21:02:00
2820,3.73,1,0,1,0,0,1,2,0,4,1,1,30,,5,31,Paul,341,121,c12a6e6274d784539d6c3ceccabfbaf6,2011-07-22 19:53:39
2821,4.28,0,0,0,0,0,0,2,1,2,0,0,5,,3,1,Ed,39,35,96cd0d5e4c8b3dfa0b9eb8c4d7dd888c,2013-09-19 18:27:57
2822,2.92,0,0,0,1,0,0,3,0,0,0,0,7,,0,22,Jim,104,33,0b09fef85592a7014e81c22f3804ca71,2015-04-30 03:04:17
2823,3.58,0,0,0,0,0,0,0,0,0,0,1,10,,2,9,Jennifer,84,41,e4c99b0da065b6553a56cc21e1321de9,2010-12-08 18:30:21
2824,2.7800000000000002,1,0,1,0,0,0,0,0,0,0,0,5,,0,21,Zen,35,26,a0af86e8f193186636ffe0387dc2064f,2012-05-18 16:14:08
2825,3.32,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,Duffy,21,19,3565d6bc37e217d2562a5909defe2c36,2013-11-20 18:40:39
2826,3.65,0,0,0,0,0,0,1,0,2,0,0,20,,2,20,Keith,47,65,891be001a98ad8dd50bc2df751ce7b7c,2012-08-25 13:58:02
2827,3.79,0,0,0,0,0,0,5,0,2,0,1,17,,0,89,Kim,40,142,138d239aea2640b0746e24d55541da5c,2009-01-13 15:42:00
2828,4.07,3,0,3,0,0,0,3,0,1,0,0,6,,1,5,Christine,38,48,317667ef1b69a73f7ad45ac283692b92,2010-01-15 21:46:34
2829,4.58,1,0,1,0,0,0,1,0,0,0,0,12,,1,6,Stephanie,71,46,e157f0df753ee4bb4e20c6c0e36ce5e7,2016-06-16 07:30:33
2830,2.81,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,Noah,21,8,ffe392414354420af3d92adf8fd4f453,2013-09-21 16:59:42
2831,2.5700000000000003,0,0,0,1,0,1,0,0,2,0,0,15,,1,35,Ken,53,66,9c767a5c681b8b73d3c0c79deeea9738,2011-11-26 20:28:58
2832,3.13,0,0,0,0,0,0,2,0,0,0,0,18,,0,8,Just,54,71,861aa04d7645e71399db5df9005458ed,2011-10-31 04:34:06
2833,2.94,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,Vicky,29,15,c75b479636c9f7b7da81751601ec4b11,2014-01-14 13:06:40
2834,3.47,0,0,0,0,0,0,0,0,0,0,0,8,,1,24,Rose,19,46,516f704b503988a54716cde8f23ff892,2011-10-04 02:38:49
